url,local_path,filename,dimensions,file_size,alt_text,hash,is_duplicate,page_first_seen
https://www.freyerinternational.com/images/Services.jpg,freyer-forensics/raw/images/Services.jpg,Services.jpg,1920x1054,627829,,9b05f70962ea1bcad9b04637530c7377fa1b45ae68e1efae69f7f99ec15f15ee,False,__services.html
https://www.freyerinternational.com/images/About.jpg,freyer-forensics/raw/images/About.jpg,About.jpg,1920x1088,823431,,2440c6209ef048cee10d3997456b8fe8973fec6f6c0fd65571c205417e8ebe2b,False,__about.html
https://www.freyerinternational.com/images/csr.jpg,freyer-forensics/raw/images/csr.jpg,csr.jpg,1000x659,237259,,29d0bc178212bca3cceec234afc5763b5e30f2ff6ac16a1fd870ad72d6312626,False,__about.html
https://www.freyerinternational.com/images/Corporate-Social-Responsibility.jpg,freyer-forensics/raw/images/Corporate-Social-Responsibility.jpg,Corporate-Social-Responsibility.jpg,1920x1409,421462,,40fe3eb679af17333c0c5ec8736ea13cc2e76efee422f4382659de81424e20fd,False,__corporate_social_responsibility.html
https://www.freyerinternational.com/images/Locations.jpg,freyer-forensics/raw/images/Locations.jpg,Locations.jpg,1920x1087,900654,,473ee78bba09d4eca617a8479b5f32b411ee531fd6e6341d1569e780ddefb6e6,False,__locations.html
https://www.freyerinternational.com/images/Risk-Management.jpg,freyer-forensics/raw/images/Risk-Management.jpg,Risk-Management.jpg,1920x1280,423296,,e13da4c66e1cf71870c0ec8d9883031d4cb00bf872207450ae33ac89c6292b2a,True,__services_risk_management.html
https://www.freyerinternational.com/images/Warehouse.jpg,freyer-forensics/raw/images/Warehouse.jpg,Warehouse.jpg,1920x1280,565457,,1382b710a964413d903d21daa5f428a7808e008cc91b33688a8f0ec002d4102e,True,__services_warehouse.html
https://www.freyerinternational.com/images/networkpartner.jpg,freyer-forensics/raw/images/networkpartner.jpg,networkpartner.jpg,1568x980,130672,,74f5aa40d4aa71f2cd0eb86504db4e57e131c2684644a902f76404a6d0f83f1f,False,__network_partners.html
https://www.freyerinternational.com/images/Air-Services.jpg,freyer-forensics/raw/images/Air-Services.jpg,Air-Services.jpg,1920x1280,283613,,243fedba1a8b13ddb3996f8bec459ca9f5e947bc9ef9997a2117a88c1df4931c,True,__services_air_services.html
https://www.freyerinternational.com/images/Contact-Us.jpg,freyer-forensics/raw/images/Contact-Us.jpg,Contact-Us.jpg,1920x960,234464,,7ba30e54b3de5ba8d6c2d53b85a681b9d3e4fac47666011addd9b10a8b53e8e0,False,__contact_us.html
https://www.freyerinternational.com/images/Customs-Services.jpg,freyer-forensics/raw/images/Customs-Services.jpg,Customs-Services.jpg,1920x1280,454864,,f35030d872c232b038e912a7436220515f73865ccca2dcbda875f6896d34c435,True,__services_customs_services.html
https://www.freyerinternational.com/images/Ocean-Services.jpg,freyer-forensics/raw/images/Ocean-Services.jpg,Ocean-Services.jpg,1920x1280,510212,,5b20f0c405581f46f8cdbb0a2f183e3733245e021660a7bec57f254939653b7d,True,__services_ocean_services.html
